"","Div","Season","Rank","Team","HomePlayed","HomeW","HomeD","HomeL","HomeGF","HomeGA","AwayPlayed","AwayW","AwayD","AwayL","AwayGF","AwayGA","Played","GF","GA","GD","Pts"
"273","E0",14,13,"Sunderland",19,7,7,5,26,17,19,4,5,10,19,29,38,45,46,-1,45
"274","E0",14,13,"Stoke",19,7,8,4,25,20,19,4,4,11,11,33,38,36,53,-17,45
"275","E0",14,15,"Wigan",19,5,7,7,22,27,19,6,3,10,20,35,38,42,62,-20,43
"276","E0",14,16,"Aston Villa",19,4,7,8,20,25,19,3,10,6,17,28,38,37,53,-16,38
"277","E0",14,17,"QPR",19,7,5,7,24,25,19,3,2,14,19,41,38,43,66,-23,37
"278","E0",14,18,"Bolton",19,4,4,11,23,39,19,6,2,11,23,38,38,46,77,-31,36
"279","E0",14,19,"Blackburn",19,6,1,12,26,33,19,2,6,11,22,45,38,48,78,-30,31
"280","E0",14,20,"Wolves",19,3,3,13,19,43,19,2,7,10,21,39,38,40,82,-42,25
"281","E0",15,1,"Man United",19,16,0,3,45,19,19,12,5,2,41,24,38,86,43,43,89
"282","E0",15,2,"Man City",19,14,3,2,41,15,19,9,6,4,25,19,38,66,34,32,78
"283","E0",15,3,"Chelsea",19,12,5,2,41,16,19,10,4,5,34,23,38,75,39,36,75
"284","E0",15,4,"Arsenal",19,11,5,3,47,23,19,10,5,4,25,14,38,72,37,35,73
"285","E0",15,5,"Tottenham",19,11,5,3,29,18,19,10,4,5,37,28,38,66,46,20,72
"286","E0",15,6,"Everton",19,12,6,1,33,17,19,4,9,6,22,23,38,55,40,15,63
"287","E0",15,7,"Liverpool",19,9,6,4,33,16,19,7,7,5,38,27,38,71,43,28,61
"288","E0",15,8,"West Brom",19,9,4,6,32,25,19,5,3,11,21,32,38,53,57,-4,49
"289","E0",15,9,"West Ham",19,9,6,4,34,22,19,3,4,12,11,31,38,45,53,-8,46
"290","E0",15,9,"Swansea",19,6,8,5,28,26,19,5,5,9,19,25,38,47,51,-4,46
"291","E0",15,11,"Norwich",19,8,7,4,25,20,19,2,7,10,16,38,38,41,58,-17,44
"292","E0",15,12,"Fulham",19,7,3,9,28,30,19,4,7,8,22,30,38,50,60,-10,43
"293","E0",15,13,"Stoke",19,7,7,5,21,22,19,2,8,9,13,23,38,34,45,-11,42
"294","E0",15,14,"Aston Villa",19,5,5,9,23,28,19,5,6,8,24,41,38,47,69,-22,41
"295","E0",15,14,"Newcastle",19,9,1,9,24,31,19,2,7,10,21,37,38,45,68,-23,41
"296","E0",15,14,"Southampton",19,6,7,6,26,24,19,3,7,9,23,36,38,49,60,-11,41
"297","E0",15,17,"Sunderland",19,5,8,6,20,19,19,4,4,11,21,35,38,41,54,-13,39
"298","E0",15,18,"Wigan",19,4,6,9,26,39,19,5,3,11,21,34,38,47,73,-26,36
"299","E0",15,19,"Reading",19,4,8,7,23,33,19,2,2,15,20,40,38,43,73,-30,28
"300","E0",15,20,"QPR",19,2,8,9,13,28,19,2,5,12,17,32,38,30,60,-30,25
"301","E0",16,1,"Man City",19,17,1,1,63,13,19,10,4,5,39,24,38,102,37,65,86
"302","E0",16,2,"Liverpool",19,16,1,2,53,18,19,10,5,4,48,32,38,101,50,51,84
"303","E0",16,3,"Chelsea",19,15,3,1,43,11,19,10,4,5,28,16,38,71,27,44,82
"304","E0",16,4,"Arsenal",19,13,5,1,36,11,19,11,2,6,32,30,38,68,41,27,79
"305","E0",16,5,"Everton",19,13,3,3,38,19,19,8,6,5,23,20,38,61,39,22,72
"306","E0",16,6,"Tottenham",19,11,3,5,30,23,19,10,3,6,25,28,38,55,51,4,69
"307","E0",16,7,"Man United",19,9,3,7,29,21,19,10,4,5,35,22,38,64,43,21,64
"308","E0",16,8,"Southampton",19,8,6,5,32,23,19,7,5,7,22,23,38,54,46,8,56
"309","E0",16,9,"Stoke",19,10,6,3,27,17,19,3,5,11,18,35,38,45,52,-7,50
"310","E0",16,10,"Newcastle",19,8,3,8,23,28,19,7,1,11,20,31,38,43,59,-16,49
"311","E0",16,11,"Crystal Palace",19,8,3,8,18,23,19,5,3,11,15,25,38,33,48,-15,45
"312","E0",16,12,"Swansea",19,6,5,8,33,26,19,5,4,10,21,28,38,54,54,0,42
"313","E0",16,13,"West Ham",19,7,3,9,25,26,19,4,4,11,15,25,38,40,51,-11,40
"314","E0",16,14,"Aston Villa",19,6,3,10,22,29,19,4,5,10,17,32,38,39,61,-22,38
"315","E0",16,14,"Sunderland",19,5,3,11,21,27,19,5,5,9,20,33,38,41,60,-19,38
"316","E0",16,16,"Hull",19,7,4,8,20,21,19,3,3,13,18,32,38,38,53,-15,37
"317","E0",16,17,"West Brom",19,4,9,6,24,27,19,3,6,10,19,32,38,43,59,-16,36
"318","E0",16,18,"Norwich",19,6,6,7,17,18,19,2,3,14,11,44,38,28,62,-34,33
"319","E0",16,19,"Fulham",19,5,3,11,24,38,19,4,2,13,16,47,38,40,85,-45,32
"320","E0",16,20,"Cardiff",19,5,5,9,20,35,19,2,4,13,12,39,38,32,74,-42,30
"321","E0",17,1,"Chelsea",19,15,4,0,36,9,19,11,5,3,37,23,38,73,32,41,87
"322","E0",17,2,"Man City",19,14,3,2,44,14,19,10,4,5,39,24,38,83,38,45,79
"323","E0",17,3,"Arsenal",19,12,5,2,41,14,19,10,4,5,30,22,38,71,36,35,75
"324","E0",17,4,"Man United",19,14,2,3,41,15,19,6,8,5,21,22,38,62,37,25,70
"325","E0",17,5,"Tottenham",19,10,3,6,31,24,19,9,4,6,27,29,38,58,53,5,64
"326","E0",17,6,"Liverpool",19,10,5,4,30,20,19,8,3,8,22,28,38,52,48,4,62
"327","E0",17,7,"Southampton",19,11,4,4,37,13,19,7,2,10,17,20,38,54,33,21,60
"328","E0",17,8,"Swansea",19,9,5,5,27,22,19,7,3,9,19,27,38,46,49,-3,56
"329","E0",17,9,"Stoke",19,10,3,6,32,22,19,5,6,8,16,23,38,48,45,3,54
"330","E0",17,10,"Crystal Palace",19,6,3,10,21,27,19,7,6,6,26,24,38,47,51,-4,48
"331","E0",17,11,"Everton",19,7,7,5,27,21,19,5,4,10,21,29,38,48,50,-2,47
"332","E0",17,11,"West Ham",19,9,4,6,25,18,19,3,7,9,19,29,38,44,47,-3,47
"333","E0",17,13,"West Brom",19,7,4,8,24,26,19,4,7,8,14,25,38,38,51,-13,44
"334","E0",17,14,"Leicester",19,7,5,7,28,22,19,4,3,12,18,33,38,46,55,-9,41
"335","E0",17,15,"Newcastle",19,7,5,7,26,27,19,3,4,12,14,36,38,40,63,-23,39
"336","E0",17,16,"Aston Villa",19,5,6,8,18,25,19,5,2,12,13,32,38,31,57,-26,38
"337","E0",17,16,"Sunderland",19,4,8,7,16,27,19,3,9,7,15,26,38,31,53,-22,38
"338","E0",17,18,"Hull",19,5,5,9,19,24,19,3,6,10,14,27,38,33,51,-18,35
"339","E0",17,19,"Burnley",19,4,7,8,14,21,19,3,5,11,14,32,38,28,53,-25,33
"340","E0",17,20,"QPR",19,6,5,8,23,24,19,2,1,16,19,49,38,42,73,-31,30
"341","E0",18,1,"Leicester",19,12,6,1,35,18,19,11,6,2,33,18,38,68,36,32,81
"342","E0",18,2,"Arsenal",19,12,4,3,31,11,19,8,7,4,34,25,38,65,36,29,71
"343","E0",18,3,"Tottenham",19,10,6,3,35,15,19,9,7,3,34,20,38,69,35,34,70
"344","E0",18,4,"Man United",19,12,5,2,27,9,19,7,4,8,22,26,38,49,35,14,66
"345","E0",18,4,"Man City",19,12,2,5,47,21,19,7,7,5,24,20,38,71,41,30,66
"346","E0",18,6,"Southampton",19,11,3,5,39,22,19,7,6,6,20,19,38,59,41,18,63
"347","E0",18,7,"West Ham",19,9,7,3,34,26,19,7,7,5,31,25,38,65,51,14,62
"348","E0",18,8,"Liverpool",19,8,8,3,33,22,19,8,4,7,30,28,38,63,50,13,60
"349","E0",18,9,"Stoke",19,8,4,7,22,24,19,6,5,8,19,31,38,41,55,-14,51
"350","E0",18,10,"Chelsea",19,5,9,5,32,30,19,7,5,7,27,23,38,59,53,6,50
"351","E0",18,11,"Everton",19,6,5,8,35,30,19,5,9,5,24,25,38,59,55,4,47
"352","E0",18,11,"Swansea",19,8,6,5,20,20,19,4,5,10,22,32,38,42,52,-10,47
"353","E0",18,13,"Watford",19,6,6,7,20,19,19,6,3,10,20,31,38,40,50,-10,45
"354","E0",18,14,"West Brom",19,6,5,8,20,26,19,4,8,7,14,22,38,34,48,-14,43
"355","E0",18,15,"Crystal Palace",19,6,3,10,19,23,19,5,6,8,20,28,38,39,51,-12,42
"356","E0",18,15,"Bournemouth",19,5,5,9,23,34,19,6,4,9,22,33,38,45,67,-22,42
"357","E0",18,17,"Sunderland",19,6,6,7,23,20,19,3,6,10,25,42,38,48,62,-14,39
"358","E0",18,18,"Newcastle",19,7,7,5,32,24,19,2,3,14,12,41,38,44,65,-21,37
"359","E0",18,19,"Norwich",19,6,5,8,26,30,19,3,2,14,13,37,38,39,67,-28,34
"360","E0",18,20,"Aston Villa",19,2,5,12,14,35,19,1,3,15,13,41,38,27,76,-49,17
