"","Season","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Team1P","Team1HomeW","Team1HomeD","Team1HomeL","Team1HomeGF","Team1HomeGA","Team1AwayW","Team1AwayD","Team1AwayL","Team1AwayGF","Team1AwayGA","Team1GD","Team1Pts","Team2P","Team2HomeW","Team2HomeD","Team2HomeL","Team2HomeGF","Team2HomeGA","Team2AwayW","Team2AwayD","Team2AwayL","Team2AwayGF","Team2AwayGA","Team2GD","Team2Pts"
"428",2,"E0","28/08/99","Bradford","West Ham",0,3,"A",4,0,1,0,1,1,1,0,2,1,3,-2,4,3,2,0,0,3,1,0,1,0,2,2,2,7
"429",2,"E0","28/08/99","Derby","Everton",1,0,"H",5,0,0,2,2,5,1,1,1,2,2,-3,4,5,2,1,0,9,2,0,0,2,2,6,3,7
"430",2,"E0","28/08/99","Liverpool","Arsenal",2,0,"H",4,0,0,1,0,1,2,0,1,4,3,0,6,5,2,0,1,5,3,1,1,0,2,1,3,10
"431",2,"E0","28/08/99","Southampton","Sheffield Weds",2,0,"H",4,1,0,1,4,5,1,0,1,2,4,-3,6,5,0,0,3,2,6,0,1,1,1,5,-8,1
"432",2,"E0","28/08/99","Tottenham","Leeds",1,2,"A",4,2,0,0,6,3,1,0,1,2,2,3,9,5,1,1,1,3,3,1,0,1,3,2,1,7
"433",2,"E0","28/08/99","Wimbledon","Chelsea",0,1,"A",5,0,1,1,3,4,1,1,1,6,9,-4,5,3,2,0,0,5,0,0,1,0,2,2,5,7
"434",2,"E0","29/08/99","Sunderland","Coventry",1,1,"D",5,1,1,0,2,0,1,0,2,3,7,-2,7,5,1,0,2,3,3,0,1,1,1,2,-1,4
"435",2,"E0","30/08/99","Leicester","Watford",1,0,"H",5,1,1,0,3,2,1,0,2,5,4,2,7,5,1,0,2,3,4,1,0,1,1,2,-2,6
"436",2,"E0","30/08/99","Man United","Newcastle",5,1,"H",5,2,0,0,6,0,2,1,0,5,3,8,13,5,0,1,2,4,6,0,0,2,3,7,-6,1
"437",2,"E0","11/09/99","Arsenal","Aston Villa",3,1,"H",6,2,0,1,5,3,1,1,1,2,3,1,10,6,2,1,0,6,2,2,0,1,2,1,5,13
"438",2,"E0","11/09/99","Chelsea","Newcastle",1,0,"H",4,2,0,0,5,0,1,1,0,3,2,6,10,6,0,1,2,4,6,0,0,3,4,12,-10,1
"439",2,"E0","11/09/99","Coventry","Leeds",3,4,"A",6,1,0,2,3,3,0,2,1,2,3,-1,5,6,1,1,1,3,3,2,0,1,5,3,2,10
"440",2,"E0","11/09/99","Liverpool","Man United",2,3,"A",5,1,0,1,2,1,2,0,1,4,3,2,9,6,3,0,0,11,1,2,1,0,5,3,12,16
"441",2,"E0","11/09/99","Middlesbrough","Southampton",3,2,"H",6,1,0,2,1,4,2,0,1,6,4,-1,9,5,2,0,1,6,5,1,0,1,2,4,-1,9
"442",2,"E0","11/09/99","Sheffield Weds","Everton",0,2,"A",6,0,0,3,2,6,0,1,2,1,7,-10,1,6,2,1,0,9,2,0,0,3,2,7,2,7
"443",2,"E0","11/09/99","Sunderland","Leicester",2,0,"H",6,1,2,0,3,1,1,0,2,3,7,-2,8,6,2,1,0,4,2,1,0,2,5,4,3,10
"444",2,"E0","11/09/99","West Ham","Watford",1,0,"H",4,2,0,0,3,1,1,1,0,5,2,5,10,6,1,0,2,3,4,1,0,2,1,3,-3,6
"445",2,"E0","11/09/99","Wimbledon","Derby",2,2,"D",6,0,1,2,3,5,1,1,1,6,9,-5,5,6,1,0,2,3,5,1,1,1,2,2,-2,7
"446",2,"E0","12/09/99","Bradford","Tottenham",1,1,"D",5,0,1,1,1,4,1,0,2,1,3,-5,4,5,2,0,1,7,5,1,0,1,2,2,2,9
"447",2,"E0","18/09/99","Aston Villa","Bradford",1,0,"H",7,2,1,0,6,2,2,0,2,3,4,3,13,6,0,2,1,2,5,1,0,2,1,3,-5,5
"448",2,"E0","18/09/99","Derby","Sunderland",0,5,"A",7,1,0,2,3,5,1,2,1,4,4,-2,8,7,2,2,0,5,1,1,0,2,3,7,0,11
"449",2,"E0","18/09/99","Leicester","Liverpool",2,2,"D",7,2,1,0,4,2,1,0,3,5,6,1,10,6,1,0,2,4,4,2,0,1,4,3,1,9
"450",2,"E0","18/09/99","Man United","Wimbledon",1,1,"D",7,3,0,0,11,1,3,1,0,8,5,13,19,7,0,2,2,5,7,1,1,1,6,9,-5,6
"451",2,"E0","18/09/99","Southampton","Arsenal",0,1,"A",6,2,0,1,6,5,1,0,2,4,7,-2,9,7,3,0,1,8,4,1,1,1,2,3,3,13
"452",2,"E0","18/09/99","Watford","Chelsea",1,0,"H",7,1,0,2,3,4,1,0,3,1,4,-4,6,5,3,0,0,6,0,1,1,0,3,2,7,13
"453",2,"E0","19/09/99","Everton","West Ham",1,0,"H",7,2,1,0,9,2,1,0,3,4,7,4,10,5,3,0,0,4,1,1,1,0,5,2,6,13
"454",2,"E0","19/09/99","Leeds","Middlesbrough",2,0,"H",7,1,1,1,3,3,3,0,1,9,6,3,13,7,2,0,2,4,6,2,0,1,6,4,0,12
"455",2,"E0","19/09/99","Newcastle","Sheffield Weds",8,0,"H",7,0,1,2,4,6,0,0,4,4,13,-11,1,7,0,0,4,2,8,0,1,2,1,7,-12,1
"456",2,"E0","19/09/99","Tottenham","Coventry",3,2,"H",6,2,0,1,7,5,1,1,1,3,3,2,10,7,1,0,3,6,7,0,2,1,2,3,-2,5
"457",2,"E0","25/09/99","Arsenal","Watford",1,0,"H",8,3,0,1,8,4,2,1,1,3,3,4,16,8,2,0,2,4,4,1,0,3,1,4,-3,9
"458",2,"E0","25/09/99","Coventry","West Ham",1,0,"H",8,1,0,3,6,7,0,2,2,4,6,-3,5,6,3,0,0,4,1,1,1,1,5,3,5,13
"459",2,"E0","25/09/99","Derby","Bradford",0,1,"A",8,1,0,3,3,10,1,2,1,4,4,-7,8,7,0,2,1,2,5,1,0,3,1,4,-6,5
"460",2,"E0","25/09/99","Leeds","Newcastle",3,2,"H",8,2,1,1,5,3,3,0,1,9,6,5,16,8,1,1,2,12,6,0,0,4,4,13,-3,4
"461",2,"E0","25/09/99","Leicester","Aston Villa",3,1,"H",8,2,2,0,6,4,1,0,3,5,6,1,11,8,3,1,0,7,2,2,0,2,3,4,4,16
"462",2,"E0","25/09/99","Man United","Southampton",3,3,"D",8,3,1,0,12,2,3,1,0,8,5,13,20,7,2,0,2,6,6,1,0,2,4,7,-3,9
"463",2,"E0","25/09/99","Middlesbrough","Chelsea",0,1,"A",8,2,0,2,4,6,2,0,2,6,6,-2,12,6,3,0,0,6,0,1,1,1,3,3,6,13
"464",2,"E0","25/09/99","Sunderland","Sheffield Weds",1,0,"H",8,2,2,0,5,1,2,0,2,8,7,5,14,8,0,0,4,2,8,0,1,3,1,15,-20,1
"465",2,"E0","26/09/99","Wimbledon","Tottenham",1,1,"D",8,0,2,2,5,7,1,2,1,7,10,-5,7,7,3,0,1,10,7,1,1,1,3,3,3,13
"466",2,"E0","27/09/99","Liverpool","Everton",0,1,"A",7,1,0,2,4,4,2,1,1,6,5,1,10,8,3,1,0,10,2,1,0,3,4,7,5,13
"467",2,"E0","02/10/99","Aston Villa","Liverpool",0,0,"D",9,3,1,0,7,2,2,0,3,4,7,2,16,8,1,0,3,4,5,2,1,1,6,5,0,10
"468",2,"E0","02/10/99","Bradford","Sunderland",0,4,"A",8,0,2,1,2,5,2,0,3,2,4,-5,8,9,3,2,0,6,1,2,0,2,8,7,6,17
"469",2,"E0","02/10/99","Everton","Coventry",1,1,"D",9,3,1,0,10,2,2,0,3,5,7,6,16,9,2,0,3,7,7,0,2,2,4,6,-2,8
"470",2,"E0","02/10/99","Sheffield Weds","Wimbledon",5,1,"H",9,0,0,4,2,8,0,1,4,1,16,-21,1,9,0,3,2,6,8,1,2,1,7,10,-5,8
"471",2,"E0","03/10/99","Chelsea","Man United",5,0,"H",7,3,0,0,6,0,2,1,1,4,3,7,16,9,3,2,0,15,5,3,1,0,8,5,13,21
"472",2,"E0","03/10/99","Newcastle","Middlesbrough",2,1,"H",9,1,1,2,12,6,0,0,5,6,16,-4,4,9,2,0,3,4,7,2,0,2,6,6,-3,12
"473",2,"E0","03/10/99","Tottenham","Leicester",2,3,"A",8,3,0,1,10,7,1,2,1,4,4,3,14,9,3,2,0,9,5,1,0,3,5,6,3,14
"474",2,"E0","03/10/99","Watford","Leeds",1,2,"A",9,2,0,2,4,4,1,0,4,1,5,-4,9,9,3,1,1,8,5,3,0,1,9,6,6,19
"475",2,"E0","03/10/99","West Ham","Arsenal",2,1,"H",7,3,0,0,4,1,1,1,2,5,4,4,13,9,4,0,1,9,4,2,1,1,3,3,5,19
"476",2,"E0","04/10/99","Southampton","Derby",3,3,"D",8,2,0,2,6,6,1,1,2,7,10,-3,10,9,1,0,4,3,11,1,2,1,4,4,-8,8
"477",2,"E0","16/10/99","Arsenal","Everton",4,1,"H",10,4,0,1,9,4,2,1,2,4,5,4,19,10,3,2,0,11,3,2,0,3,5,7,6,17
"478",2,"E0","16/10/99","Coventry","Newcastle",4,1,"H",10,2,0,3,7,7,0,3,2,5,7,-2,9,10,2,1,2,14,7,0,0,5,6,16,-3,7
"479",2,"E0","16/10/99","Derby","Tottenham",0,1,"A",10,1,0,4,3,11,1,3,1,7,7,-8,9,9,3,0,2,12,10,1,2,1,4,4,2,14
"480",2,"E0","16/10/99","Leeds","Sheffield Weds",2,0,"H",10,3,1,1,8,5,4,0,1,11,7,7,22,10,1,0,4,7,9,0,1,4,1,16,-17,4
"481",2,"E0","16/10/99","Leicester","Southampton",2,1,"H",10,3,2,0,9,5,2,0,3,8,8,4,17,9,2,1,2,9,9,1,1,2,7,10,-3,11
"482",2,"E0","16/10/99","Liverpool","Chelsea",1,0,"H",9,1,0,3,4,5,2,2,1,6,5,0,11,8,4,0,0,11,0,2,1,1,4,3,12,19
"483",2,"E0","16/10/99","Man United","Watford",4,1,"H",10,3,2,0,15,5,3,1,1,8,10,8,21,10,2,0,3,5,6,1,0,4,1,5,-5,9
"484",2,"E0","16/10/99","Wimbledon","Bradford",3,2,"H",10,0,3,2,6,8,1,2,2,8,15,-9,8,9,0,2,2,2,9,2,0,3,2,4,-9,8
"485",2,"E0","17/10/99","Middlesbrough","West Ham",2,0,"H",10,2,0,3,4,7,2,0,3,7,8,-4,12,8,4,0,0,6,2,1,1,2,5,4,5,16
"486",2,"E0","18/10/99","Sunderland","Aston Villa",2,1,"H",10,3,2,0,6,1,3,0,2,12,7,10,20,10,3,2,0,7,2,2,0,3,4,7,2,17
"487",2,"E0","23/10/99","Aston Villa","Wimbledon",1,1,"D",11,3,2,0,7,2,2,0,4,5,9,1,17,11,1,3,2,9,10,1,2,2,8,15,-8,11
"488",2,"E0","23/10/99","Bradford","Leicester",3,1,"H",10,0,2,2,2,9,2,0,4,4,7,-10,8,11,4,2,0,11,6,2,0,3,8,8,5,20
"489",2,"E0","23/10/99","Chelsea","Arsenal",2,3,"A",9,4,0,0,11,0,2,1,2,4,4,11,19,11,5,0,1,13,5,2,1,2,4,5,7,22
"490",2,"E0","23/10/99","Sheffield Weds","Coventry",0,0,"D",11,1,0,4,7,9,0,1,5,1,18,-19,4,11,3,0,3,11,8,0,3,2,5,7,1,12
"491",2,"E0","23/10/99","Southampton","Liverpool",1,1,"D",10,2,1,2,9,9,1,1,3,8,12,-4,11,10,2,0,3,5,5,2,2,1,6,5,1,14
"492",2,"E0","23/10/99","Tottenham","Man United",3,1,"H",10,3,0,2,12,10,2,2,1,5,4,3,17,11,4,2,0,19,6,3,1,1,8,10,11,24
"493",2,"E0","24/10/99","Everton","Leeds",4,4,"D",11,3,2,0,11,3,2,0,4,6,11,3,17,11,4,1,1,10,5,4,0,1,11,7,9,25
"494",2,"E0","24/10/99","Watford","Middlesbrough",1,3,"A",11,2,0,3,5,6,1,0,5,2,9,-8,9,11,3,0,3,6,7,2,0,3,7,8,-2,15
"495",2,"E0","24/10/99","West Ham","Sunderland",1,1,"D",9,4,0,0,6,2,1,1,3,5,6,3,16,11,4,2,0,8,2,3,0,2,12,7,11,23
"496",2,"E0","25/10/99","Newcastle","Derby",2,0,"H",11,2,1,2,14,7,0,0,6,7,20,-6,7,11,1,0,5,3,12,1,3,1,7,7,-9,9
"497",2,"E0","27/10/99","Liverpool","West Ham",1,0,"H",11,2,0,3,5,5,2,3,1,7,6,1,15,10,4,1,0,7,3,1,1,3,5,6,3,17
"498",2,"E0","30/10/99","Arsenal","Newcastle",0,0,"D",12,5,0,1,13,5,3,1,2,7,7,8,25,12,3,1,2,16,7,0,0,6,7,20,-4,10
"499",2,"E0","30/10/99","Derby","Chelsea",3,1,"H",12,1,0,5,3,12,1,3,2,7,9,-11,9,10,4,0,1,13,3,2,1,2,4,4,10,19
"500",2,"E0","30/10/99","Leeds","West Ham",1,0,"H",12,4,1,1,10,5,4,1,1,15,11,9,26,11,4,1,0,7,3,1,1,4,5,7,2,17
"501",2,"E0","30/10/99","Leicester","Sheffield Weds",3,0,"H",12,4,2,0,11,6,2,0,4,9,11,3,20,12,1,1,4,7,9,0,1,5,1,18,-19,5
"502",2,"E0","30/10/99","Man United","Aston Villa",3,0,"H",12,4,2,0,19,6,3,1,2,9,13,9,24,12,3,3,0,8,3,2,0,4,5,9,1,18
"503",2,"E0","30/10/99","Middlesbrough","Everton",2,1,"H",12,3,0,3,6,7,3,0,3,10,9,0,18,12,3,3,0,15,7,2,0,4,6,11,3,18
"504",2,"E0","30/10/99","Wimbledon","Southampton",1,1,"D",12,1,3,2,9,10,1,3,2,9,16,-8,12,11,2,2,2,10,10,1,1,3,8,12,-4,12
"505",2,"E0","31/10/99","Coventry","Watford",4,0,"H",12,3,0,3,11,8,0,4,2,5,7,1,13,12,2,0,4,6,9,1,0,5,2,9,-10,9
"506",2,"E0","31/10/99","Sunderland","Tottenham",2,1,"H",12,4,2,0,8,2,3,1,2,13,8,11,24,11,4,0,2,15,11,2,2,1,5,4,5,20
"507",2,"E0","01/11/99","Liverpool","Bradford",3,1,"H",12,3,0,3,6,5,2,3,1,7,6,2,18,11,1,2,2,5,10,2,0,4,4,7,-8,11
"508",2,"E0","06/11/99","Aston Villa","Southampton",0,1,"A",13,3,3,0,8,3,2,0,5,5,12,-2,18,12,2,2,2,10,10,1,2,3,9,13,-4,13
"509",2,"E0","06/11/99","Bradford","Coventry",1,1,"D",12,1,2,2,5,10,2,0,5,5,10,-10,11,13,4,0,3,15,8,0,4,2,5,7,5,16
"510",2,"E0","06/11/99","Liverpool","Derby",2,0,"H",13,4,0,3,9,6,2,3,1,7,6,4,21,13,2,0,5,6,13,1,3,2,7,9,-9,12
"511",2,"E0","06/11/99","Man United","Leicester",2,0,"H",13,5,2,0,22,6,3,1,2,9,13,12,27,13,5,2,0,14,6,2,0,4,9,11,6,23
"512",2,"E0","06/11/99","Middlesbrough","Sunderland",1,1,"D",13,4,0,3,8,8,3,0,3,10,9,1,21,13,5,2,0,10,3,3,1,2,13,8,12,27
"513",2,"E0","06/11/99","Sheffield Weds","Watford",2,2,"D",13,1,1,4,7,9,0,1,6,1,21,-22,5,13,2,0,4,6,9,1,0,6,2,13,-14,9
"514",2,"E0","07/11/99","Chelsea","West Ham",0,0,"D",11,4,0,1,13,3,2,1,3,5,7,8,19,12,4,1,0,7,3,1,1,5,5,8,1,17
"515",2,"E0","07/11/99","Newcastle","Everton",1,1,"D",13,3,1,2,16,7,0,1,6,7,20,-4,11,13,3,3,0,15,7,2,0,5,7,13,2,18
"516",2,"E0","07/11/99","Tottenham","Arsenal",2,1,"H",12,4,0,2,15,11,2,2,2,6,6,4,20,13,5,1,1,13,5,3,1,2,7,7,8,26
"517",2,"E0","07/11/99","Wimbledon","Leeds",2,0,"H",13,1,4,2,10,11,1,3,2,9,16,-8,13,13,5,1,1,11,5,4,1,1,15,11,10,29
"518",2,"E0","20/11/99","Arsenal","Middlesbrough",5,1,"H",14,5,1,1,13,5,3,1,3,8,9,7,26,14,4,1,3,9,9,3,0,3,10,9,1,22
"519",2,"E0","20/11/99","Derby","Man United",1,2,"A",14,2,0,5,6,13,1,3,3,7,11,-11,12,14,6,2,0,24,6,3,1,2,9,13,14,30
"520",2,"E0","20/11/99","Everton","Chelsea",1,1,"D",14,3,3,0,15,7,2,1,5,8,14,2,19,12,4,1,1,13,3,2,1,3,5,7,8,20
"521",2,"E0","20/11/99","Leeds","Bradford",2,1,"H",14,5,1,1,11,5,4,1,2,15,13,8,29,13,1,3,2,6,11,2,0,5,5,10,-10,12
"522",2,"E0","20/11/99","Leicester","Wimbledon",2,1,"H",14,5,2,0,14,6,2,0,5,9,13,4,23,14,2,4,2,12,11,1,3,2,9,16,-6,16
"523",2,"E0","20/11/99","Southampton","Tottenham",0,1,"A",13,2,2,2,10,10,2,2,3,10,13,-3,16,13,5,0,2,17,12,2,2,2,6,6,5,23
"524",2,"E0","20/11/99","Sunderland","Liverpool",0,2,"A",14,5,2,0,10,3,3,2,2,14,9,12,28,14,5,0,3,11,6,2,3,1,7,6,6,24
"525",2,"E0","20/11/99","Watford","Newcastle",1,1,"D",14,2,0,4,6,9,1,1,6,4,15,-14,10,14,3,2,2,17,8,0,1,6,7,20,-4,12
"526",2,"E0","21/11/99","West Ham","Sheffield Weds",4,3,"H",13,4,1,0,7,3,1,2,5,5,8,1,18,14,1,2,4,9,11,0,1,6,1,21,-22,6
"527",2,"E0","22/11/99","Coventry","Aston Villa",2,1,"H",14,4,0,3,15,8,0,5,2,6,8,5,17,14,3,3,1,8,4,2,0,5,5,12,-3,18
"528",2,"E0","27/11/99","Coventry","Leicester",0,1,"A",15,5,0,3,17,9,0,5,2,6,8,6,20,15,6,2,0,16,7,2,0,5,9,13,5,26
"529",2,"E0","27/11/99","Everton","Aston Villa",0,0,"D",15,3,4,0,16,8,2,1,5,8,14,2,20,15,3,3,1,8,4,2,0,6,6,14,-4,18
"530",2,"E0","27/11/99","Middlesbrough","Wimbledon",0,0,"D",15,4,1,3,9,9,3,0,4,11,14,-3,22,15,2,4,2,12,11,1,3,3,10,18,-7,16
"531",2,"E0","27/11/99","Watford","Sunderland",2,3,"A",15,2,1,4,7,10,1,1,6,4,15,-14,11,15,5,2,1,10,5,3,2,2,14,9,10,28
"532",2,"E0","27/11/99","West Ham","Liverpool",1,0,"H",14,5,1,0,11,6,1,2,5,5,8,2,21,15,5,0,3,11,6,3,3,1,9,6,8,27
"533",2,"E0","28/11/99","Arsenal","Derby",2,1,"H",15,6,1,1,18,6,3,1,3,8,9,11,29,15,2,0,6,7,15,1,3,3,7,11,-12,12
"534",2,"E0","28/11/99","Chelsea","Bradford",1,0,"H",13,4,1,1,13,3,2,2,3,6,8,8,21,14,1,3,2,6,11,2,0,6,6,12,-11,12
"535",2,"E0","28/11/99","Leeds","Southampton",1,0,"H",15,6,1,1,13,6,4,1,2,15,13,9,32,14,2,2,3,10,11,2,2,3,10,13,-4,16
"536",2,"E0","28/11/99","Newcastle","Tottenham",2,1,"H",15,3,2,2,17,8,0,2,6,8,21,-4,13,14,5,0,2,17,12,3,2,2,7,6,6,26
"537",2,"E0","04/12/99","Aston Villa","Newcastle",0,1,"A",16,3,3,1,8,4,2,1,6,6,14,-4,19,16,4,2,2,19,9,0,2,6,8,21,-3,16
"538",2,"E0","04/12/99","Bradford","Middlesbrough",1,1,"D",15,1,3,2,6,11,2,0,7,6,13,-12,12,16,4,2,3,9,9,3,0,4,11,14,-3,23
"539",2,"E0","04/12/99","Leicester","Arsenal",0,3,"A",16,6,2,0,16,7,3,0,5,10,13,6,29,16,7,1,1,20,7,3,1,3,8,9,12,32
"540",2,"E0","04/12/99","Man United","Everton",5,1,"H",15,6,2,0,24,6,4,1,2,11,14,15,33,16,3,5,0,16,8,2,1,5,8,14,2,21
"541",2,"E0","04/12/99","Southampton","Coventry",0,0,"D",15,2,2,3,10,11,2,2,4,10,14,-5,16,16,5,0,4,17,10,0,5,2,6,8,5,20
"542",2,"E0","04/12/99","Sunderland","Chelsea",4,1,"H",16,5,2,1,10,5,4,2,2,17,11,11,31,14,5,1,1,14,3,2,2,3,6,8,9,24
"543",2,"E0","04/12/99","Wimbledon","Watford",5,0,"H",16,2,4,2,12,11,1,4,3,10,18,-7,17,16,2,1,5,9,13,1,1,6,4,15,-15,11
"544",2,"E0","05/12/99","Derby","Leeds",0,1,"A",16,2,0,6,7,15,1,3,4,8,13,-13,12,16,7,1,1,14,6,4,1,2,15,13,10,35
"545",2,"E0","05/12/99","Liverpool","Sheffield Weds",4,1,"H",16,5,0,3,11,6,3,3,2,9,7,7,27,15,1,2,4,9,11,0,1,7,4,25,-23,6
"546",2,"E0","06/12/99","Tottenham","West Ham",0,0,"D",15,5,0,2,17,12,3,2,3,8,8,5,26,15,6,1,0,12,6,1,2,5,5,8,3,24
"547",2,"E0","18/12/99","Arsenal","Wimbledon",1,1,"D",17,7,1,1,20,7,4,1,3,11,9,15,35,17,3,4,2,17,11,1,4,3,10,18,-2,20
"548",2,"E0","18/12/99","Aston Villa","Sheffield Weds",2,1,"H",17,3,3,2,8,5,2,1,6,6,14,-5,19,16,1,2,4,9,11,0,1,8,5,29,-26,6
"549",2,"E0","18/12/99","Bradford","Newcastle",2,0,"H",16,1,4,2,7,12,2,0,7,6,13,-12,13,17,4,2,2,19,9,1,2,6,9,21,-2,19
"550",2,"E0","18/12/99","Leicester","Derby",0,1,"A",17,6,2,1,16,10,3,0,5,10,13,3,29,17,2,0,7,7,16,1,3,4,8,13,-14,12
"551",2,"E0","18/12/99","Liverpool","Coventry",2,0,"H",17,6,0,3,15,7,3,3,2,9,7,10,30,17,5,0,4,17,10,0,6,2,6,8,5,21
"552",2,"E0","18/12/99","Middlesbrough","Tottenham",2,1,"H",17,4,2,3,9,9,3,1,4,12,15,-3,24,16,5,1,2,17,12,3,2,3,8,8,5,27
"553",2,"E0","18/12/99","Sunderland","Southampton",2,0,"H",17,6,2,1,14,6,4,2,2,17,11,14,34,16,2,3,3,10,11,2,2,4,10,14,-5,17
"554",2,"E0","18/12/99","Watford","Everton",1,3,"A",17,2,1,5,9,13,1,1,7,4,20,-20,11,17,3,5,0,16,8,2,1,6,9,19,-2,21
"555",2,"E0","18/12/99","West Ham","Man United",2,4,"A",16,6,1,0,12,6,1,3,5,5,8,3,25,16,7,2,0,29,7,4,1,2,11,14,19,36
"556",2,"E0","19/12/99","Chelsea","Leeds",0,2,"A",15,5,1,1,14,3,2,2,4,7,12,6,24,17,7,1,1,14,6,5,1,2,16,13,11,38
"557",2,"E0","26/12/99","Coventry","Arsenal",3,2,"H",18,5,0,4,17,10,0,6,3,6,10,3,21,18,7,2,1,21,8,4,1,3,11,9,15,36
"558",2,"E0","26/12/99","Derby","Aston Villa",0,2,"A",18,2,0,7,7,16,2,3,4,9,13,-13,15,18,4,3,2,10,6,2,1,6,6,14,-4,22
"559",2,"E0","26/12/99","Everton","Sunderland",5,0,"H",18,3,5,0,16,8,3,1,6,12,20,0,24,18,7,2,1,16,6,4,2,2,17,11,16,37
"560",2,"E0","26/12/99","Leeds","Leicester",2,1,"H",18,7,1,1,14,6,6,1,2,18,13,13,41,18,6,2,2,16,11,3,0,5,10,13,2,29
"561",2,"E0","26/12/99","Man United","Bradford",4,0,"H",17,7,2,0,29,7,5,1,2,15,16,21,39,17,2,4,2,9,12,2,0,7,6,13,-10,16
"562",2,"E0","26/12/99","Newcastle","Liverpool",2,2,"D",18,4,2,2,19,9,1,2,7,9,23,-4,19,18,7,0,3,17,7,3,3,2,9,7,12,33
"563",2,"E0","26/12/99","Sheffield Weds","Middlesbrough",1,0,"H",17,1,2,4,9,11,0,1,9,6,31,-27,6,18,5,2,3,11,10,3,1,4,12,15,-2,27
"564",2,"E0","26/12/99","Southampton","Chelsea",1,2,"A",17,2,3,3,10,11,2,2,5,10,16,-7,17,16,5,1,2,14,5,2,2,4,7,12,4,24
"565",2,"E0","26/12/99","Tottenham","Watford",4,0,"H",17,5,1,2,17,12,3,2,4,9,10,4,27,18,2,1,6,10,16,1,1,7,4,20,-22,11
"566",2,"E0","26/12/99","Wimbledon","West Ham",2,2,"D",18,3,4,2,17,11,1,5,3,11,19,-2,21,17,6,1,1,14,10,1,3,5,5,8,1,25
"567",2,"E0","28/12/99","Arsenal","Leeds",2,0,"H",19,7,2,1,21,8,4,1,4,13,12,14,36,19,8,1,1,16,7,6,1,2,18,13,14,44
"568",2,"E0","28/12/99","Bradford","Everton",0,0,"D",18,2,4,2,9,12,2,0,8,6,17,-14,16,19,4,5,0,21,8,3,1,6,12,20,5,27
"569",2,"E0","28/12/99","Leicester","Newcastle",1,2,"A",19,6,2,2,16,11,3,0,6,11,15,1,29,19,4,3,2,21,11,1,2,7,9,23,-4,20
"570",2,"E0","28/12/99","Liverpool","Wimbledon",3,1,"H",19,7,0,3,17,7,3,4,2,11,9,12,34,19,3,5,2,19,13,1,5,3,11,19,-2,22
"571",2,"E0","28/12/99","Sunderland","Man United",2,2,"D",19,7,2,1,16,6,4,2,3,17,16,11,37,18,8,2,0,33,7,5,1,2,15,16,25,42
"572",2,"E0","28/12/99","Watford","Southampton",3,2,"H",19,2,1,6,10,16,1,1,8,4,24,-26,11,18,2,3,4,11,13,2,2,5,10,16,-8,17
"573",2,"E0","28/12/99","West Ham","Derby",1,1,"D",18,6,1,1,14,10,1,4,5,7,10,1,26,19,2,0,8,7,18,2,3,4,9,13,-15,15
"574",2,"E0","29/12/99","Aston Villa","Tottenham",1,1,"D",19,4,3,2,10,6,3,1,6,8,14,-2,25,18,6,1,2,21,12,3,2,4,9,10,8,30
"575",2,"E0","29/12/99","Chelsea","Sheffield Weds",3,0,"H",17,5,1,2,14,5,3,2,4,9,13,5,27,18,2,2,4,10,11,0,1,9,6,31,-26,9
"576",2,"E0","03/01/00","Derby","Watford",2,0,"H",20,2,0,8,7,18,2,4,4,10,14,-15,16,20,3,1,6,13,18,1,1,8,4,24,-25,14
"577",2,"E0","03/01/00","Everton","Leicester",2,2,"D",20,4,5,0,21,8,3,2,6,12,20,5,28,20,6,2,3,17,13,3,0,6,11,15,0,29
"578",2,"E0","03/01/00","Leeds","Aston Villa",1,2,"A",20,8,1,1,16,7,6,1,3,18,15,12,44,20,4,4,2,11,7,3,1,6,8,14,-2,26
"579",2,"E0","03/01/00","Newcastle","West Ham",2,2,"D",20,4,3,2,21,11,2,2,7,11,24,-3,23,19,6,2,1,15,11,1,4,5,7,10,1,27
"580",2,"E0","03/01/00","Sheffield Weds","Arsenal",1,1,"D",19,2,2,4,10,11,0,1,10,6,34,-29,9,20,8,2,1,23,8,4,1,4,13,12,16,39
"581",2,"E0","03/01/00","Southampton","Bradford",1,0,"H",19,2,3,4,11,13,2,2,6,12,19,-9,17,19,2,5,2,9,12,2,0,8,6,17,-14,17
"582",2,"E0","03/01/00","Tottenham","Liverpool",1,0,"H",19,6,1,2,21,12,3,3,4,10,11,8,31,20,8,0,3,20,8,3,4,2,11,9,14,37
"583",2,"E0","03/01/00","Wimbledon","Sunderland",1,0,"H",20,3,5,2,19,13,1,5,4,12,22,-4,22,20,7,3,1,18,8,4,2,3,17,16,11,38
"584",2,"E0","04/01/00","Coventry","Chelsea",2,2,"D",19,6,0,4,20,12,0,6,3,6,10,4,24,18,6,1,2,17,5,3,2,4,9,13,8,30
"585",2,"E0","08/01/00","Bradford","Chelsea",1,1,"D",20,2,5,2,9,12,2,0,9,6,18,-15,17,19,6,1,2,17,5,3,3,4,11,15,8,31
"586",2,"E0","12/01/00","Chelsea","Tottenham",1,0,"H",20,6,1,2,17,5,3,4,4,12,16,8,32,20,7,1,2,22,12,3,3,4,10,11,9,34
